Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1776950835,200,,Aggregated,12.200000,0.000000,4200,5700,6700,7700,9200,19000,24000,25000,26000,26000,26000,561,30,4200,5654.402625901962,201.97911299999305,25595.25590199996,8363.56862745098
1776950836,200,,Aggregated,13.200000,0.000000,4300,6100,7200,7900,13000,24000,26000,26000,26000,26000,26000,591,30,4300,6232.249558131981,201.97911299999305,26230.467363000003,9747.382402707275
1776950837,200,,Aggregated,14.400000,0.000000,4400,6200,7300,8000,17000,25000,26000,26000,27000,27000,27000,605,30,4400,6561.7271058859515,201.97911299999305,26513.006659999974,10542.998347107437
1776950838,200,,Aggregated,15.200000,0.000000,4500,6500,7700,8200,24000,26000,26000,26000,27000,27000,27000,631,30,4500,7204.528933984155,201.97911299999305,26513.006659999974,12139.974643423138
1776950839,200,,Aggregated,16.700000,0.000000,4800,6700,7800,8300,24000,26000,26000,26000,27000,27000,27000,664,30,4800,7336.119919600907,201.97911299999305,26513.006659999974,12308.867469879518
1776950840,200,,Aggregated,17.100000,0.000000,4900,6700,7800,8200,24000,26000,26000,26000,27000,27000,27000,680,30,4900,7313.192871880885,201.97911299999305,26513.006659999974,12187.001470588235
1776950841,200,,Aggregated,18.900000,0.000000,4900,6700,7700,8200,24000,26000,26000,26000,27000,27000,27000,693,30,4900,7280.914587251085,201.97911299999305,26513.006659999974,12068.945165945166
1776950842,200,,Aggregated,21.000000,0.000000,4900,6700,7600,8100,24000,26000,26000,26000,27000,27000,27000,708,30,4900,7250.932864624297,201.97911299999305,26513.006659999974,11985.652542372882
1776950843,200,,Aggregated,21.200000,0.000000,4900,6700,7600,8100,24000,26000,26000,26000,27000,27000,27000,724,30,4900,7209.174501730662,201.97911299999305,26513.006659999974,11870.881215469613
1776950844,200,,Aggregated,21.100000,0.000000,4900,6700,7500,8100,23000,26000,26000,26000,27000,27000,27000,737,30,4900,7195.557566366348,201.97911299999305,26513.006659999974,11790.65671641791
1776950845,200,,Aggregated,20.400000,0.000000,5000,6700,7600,8100,23000,26000,26000,26000,27000,27000,27000,753,30,5000,7188.00990085657,201.97911299999305,26513.006659999974,11733.32669322709
